bResult,blueTeamTag,redTeamTag,gamelength
1,CNB,ITZ,32
1,KBM,OPK,36
1,RED,REM,29
1,RED,ITZ,33
1,CNB,KBM,45
1,OPK,PNG,63
1,PNG,OPK,28
1,PNG,CNB,48
1,RED,KBM,46
1,ITZ,REM,22
1,KST,OPK,57
1,OPK,REM,35
1,RED,CNB,41
1,KST,KBM,40
1,ITZ,PNG,32
1,ITZ,KST,32
1,CNB,REM,53
1,REM,CNB,51
1,RED,OPK,24
1,PNG,KBM,47
1,PNG,RED,36
1,RED,PNG,50
1,ITZ,OPK,34
1,ITZ,KBM,31
1,CNB,OPK,47
1,OPK,CNB,33
1,PNG,REM,57
1,KST,RED,40
1,KST,ITZ,37
1,PNG,RED,32
1,RED,PNG,35
1,RED,PNG,42
1,PRG,TSW,31
1,ITZ,CNB,48
1,ONE,KST,46
1,KST,CNB,34
1,ONE,ITZ,41
1,PNG,TSW,30
1,PRG,RED,47
1,RED,PRG,42
1,ITZ,RED,37
1,PRG,ONE,32
1,KST,TSW,48
1,PNG,CNB,40
1,ONE,TSW,35
1,RED,CNB,37
1,ITZ,PNG,54
1,PNG,ITZ,46
1,ONE,CNB,31
1,ITZ,TSW,27
1,PNG,PRG,31
1,PRG,PNG,40
1,PNG,KST,50
1,KST,PNG,35
1,ITZ,PRG,33
1,CNB,TSW,50
1,RED,ONE,39
1,RED,TSW,55
1,ONE,PNG,45
1,PNG,ONE,33
1,ITZ,KST,42
1,ITZ,PNG,34
1,PNG,ITZ,42
1,ONE,RED,34
1,ONE,RED,37
1,ONE,RED,37
1,ONE,PNG,31
1,ONE,PNG,36
1,ONE,PNG,42
1,SUP,DP,31
1,DP,SUP,39
1,GS,CRW,38
1,CRW,GS,28
1,HWA,AUR,40
1,CRW,GAL,34
1,GAL,CRW,49
1,DP,GS,41
1,SUP,HWA,34
1,AUR,FB,47
1,FB,AUR,35
1,GAL,AUR,27
1,AUR,GAL,32
1,SUP,FB,24
1,HWA,GS,38
1,CRW,DP,31
1,GAL,SUP,30
1,HWA,DP,36
1,AUR,CRW,50
1,GS,GAL,35
1,FB,DP,37
1,CRW,HWA,32
1,SUP,AUR,36
1,FB,HWA,51
1,SUP,CRW,43
1,AUR,GS,55
1,HWA,GAL,31
1,DP,AUR,36
1,SUP,GS,32
1,GAL,FB,41
1,SUP,DP,24
1,CRW,GS,22
1,GS,DP,46
1,DP,GS,49
1,CRW,GAL,29
1,AUR,FB,37
1,HWA,GS,37
1,DP,CRW,42
1,CRW,DP,26
1,SUP,FB,39
1,AUR,GAL,40
1,AUR,CRW,40
1,HWA,DP,39
1,DP,HWA,32
1,SUP,GAL,31
1,FB,GS,38
1,GS,FB,57
1,SUP,AUR,25
1,CRW,HWA,36
1,FB,DP,44
1,GAL,GS,22
1,GAL,DP,25
1,SUP,CRW,29
1,FB,HWA,28
1,AUR,GS,31
1,HWA,GAL,47
1,GAL,HWA,36
1,FB,CRW,22
1,CRW,FB,29
1,DP,AUR,26
1,AUR,DP,29
1,GS,SUP,28
1,CRW,GAL,26
1,CRW,GAL,28
1,CRW,GAL,31
1,HWA,FB,52
1,FB,HWA,38
1,HWA,GAL,37
1,HWA,GAL,31
1,GAL,HWA,37
1,GAL,HWA,21
1,CRW,AUR,32
1,CRW,AUR,37
1,CRW,AUR,39
1,FB,SUP,35
1,SUP,FB,43
1,SUP,FB,36
1,SUP,CRW,34
1,CRW,SUP,29
1,FB,AUR,52
1,SUP,FB,26
1,DP,CRW,45
1,CRW,DP,37
1,P3P,GAL,32
1,GAL,P3P,30
1,GAL,AUR,35
1,AUR,GAL,44
1,CRW,P3P,33
1,P3P,CRW,34
1,SUP,DP,33
1,FB,CLK,33
1,SUP,P3P,28
1,AUR,CRW,34
1,CRW,AUR,35
1,DP,FB,52
1,FB,DP,34
1,CLK,GAL,50
1,GAL,CLK,37
1,AUR,SUP,30
1,SUP,AUR,25
1,CRW,CLK,27
1,FB,GAL,66
1,P3P,DP,33
1,DP,P3P,35
1,GAL,CRW,56
1,CRW,GAL,27
1,SUP,CLK,32
1,FB,P3P,45
1,P3P,FB,39
1,AUR,DP,31
1,DP,AUR,31
1,SUP,GAL,45
1,GAL,SUP,34
1,DP,CLK,37
1,FB,CRW,43
1,CRW,FB,25
1,P3P,AUR,26
1,AUR,P3P,35
1,CRW,SUP,37
1,DP,GAL,34
1,P3P,CLK,32
1,AUR,CLK,23
1,SUP,FB,29
1,FB,SUP,28
1,P3P,GAL,30
1,CRW,DP,30
1,AUR,GAL,31
1,FB,CLK,17
1,SUP,DP,31
1,P3P,CRW,36
1,CRW,P3P,27
1,FB,DP,38
1,SUP,P3P,33
1,CRW,AUR,37
1,AUR,CRW,27
1,P3P,DP,32
1,FB,GAL,41
1,CRW,CLK,26
1,CLK,CRW,37
1,AUR,SUP,28
1,SUP,CLK,32
1,P3P,FB,28
1,FB,P3P,34
1,AUR,DP,21
1,CRW,GAL,34
1,GAL,CRW,34
1,CLK,DP,38
1,DP,CLK,48
1,FB,CRW,23
1,CRW,P3P,47
1,P3P,CRW,27
1,CRW,P3P,44
1,AUR,DP,24
1,AUR,DP,28
1,AUR,DP,39
1,FB,CRW,42
1,FB,CRW,44
1,SUP,AUR,23
1,SUP,AUR,27
1,FB,SUP,33
1,FB,SUP,31
1,DW,CHF,35
1,CHF,DW,29
1,TM,X5,26
1,AE,SIN,38
1,SIN,AE,35
1,LGC,AV,35
1,AV,SIN,35
1,LGC,AE,42
1,DW,X5,27
1,CHF,TM,34
1,SIN,LGC,29
1,LGC,SIN,47
1,SIN,LGC,27
1,AV,AE,30
1,CHF,X5,27
1,DW,TM,30
1,AV,X5,23
1,DW,LGC,36
1,LGC,DW,37
1,SIN,TM,45
1,TM,SIN,37
1,CHF,AE,28
1,CHF,AV,27
1,LGC,X5,27
1,DW,AE,27
1,SIN,X5,25
1,AV,TM,32
1,TM,AV,40
1,AV,TM,32
1,LGC,CHF,48
1,CHF,SIN,38
1,SIN,CHF,40
1,CHF,SIN,31
1,X5,AE,41
1,AE,X5,33
1,LGC,TM,21
1,DW,AV,32
1,DW,TM,31
1,SIN,LGC,26
1,CHF,X5,41
1,AV,AE,45
1,AE,AV,32
1,AV,AE,32
1,LGC,AV,45
1,DW,CHF,22
1,SIN,AE,22
1,TM,X5,22
1,CHF,TM,18
1,AV,SIN,51
1,DW,X5,25
1,LGC,AE,34
1,CHF,SIN,27
1,SIN,CHF,31
1,SIN,LGC,22
1,SIN,LGC,61
1,LGC,SIN,29
1,LGC,SIN,42
1,DW,LGC,24
1,LGC,DW,39
1,DW,CHF,27
1,CHF,DW,38
1,DW,CHF,34
1,AE,RGC,30
1,RGC,AE,40
1,AE,RGC,38
1,LGC,SIN,40
1,SIN,LGC,39
1,LGC,SIN,26
1,AV,TM,40
1,DW,RGC,31
1,LGC,AV,29
1,AV,LGC,33
1,LGC,AV,35
1,CHF,AE,30
1,SIN,TM,36
1,SIN,AV,36
1,CHF,RGC,28
1,DW,AE,29
1,LGC,RGC,31
1,DW,AV,31
1,CHF,TM,28
1,SIN,AE,32
1,AE,SIN,29
1,SIN,AE,37
1,SIN,DW,46
1,DW,SIN,29
1,LGC,CHF,35
1,AE,AV,38
1,AV,AE,27
1,AE,AV,31
1,SIN,RGC,30
1,RGC,TM,33
1,TM,RGC,37
1,RGC,TM,29
1,LGC,AE,38
1,AV,RGC,24
1,LGC,DW,34
1,DW,LGC,29
1,LGC,DW,33
1,AE,TM,34
1,CHF,AV,38
1,DW,TM,27
1,CHF,SIN,30
1,SIN,CHF,35
1,AV,LGC,28
1,DW,RGC,24
1,CHF,AE,28
1,SIN,TM,41
1,LGC,TM,32
1,SIN,AV,32
1,CHF,RGC,26
1,DW,AE,30
1,SIN,LGC,32
1,RGC,AE,34
1,SIN,AV,39
1,AV,SIN,48
1,CHF,SIN,25
1,CHF,LGC,25
1,CHF,LGC,56
1,CHF,LGC,26
1,DW,CHF,42
1,ISG,HAF,31
1,FG,RBT,33
1,LK,KLG,40
1,ISG,RBT,26
1,HAF,KLG,30
1,LK,FG,37
1,ISG,KLG,31
1,LK,ISG,36
1,RBT,HAF,31
1,ISG,FG,47
1,KLG,RBT,33
1,HAF,ISG,41
1,ISG,HAF,46
1,LK,KLG,29
1,ISG,RBT,35
1,RBT,ISG,46
1,KLG,HAF,38
1,HAF,KLG,28
1,FG,LK,30
1,LK,FG,32
1,ISG,KLG,32
1,LK,RBT,33
1,RBT,LK,40
1,FG,HAF,37
1,ISG,LK,28
1,FG,KLG,37
1,RBT,HAF,32
1,HAF,RBT,31
1,FG,ISG,42
1,HAF,LK,40
1,LK,HAF,33
1,RBT,KLG,47
1,FG,RBT,36
1,RBT,FG,30
1,FG,RBT,35
1,FG,LK,41
1,FG,LK,32
1,LK,RBT,24
1,HAF,FG,39
1,ISG,KLG,33
1,HAF,B2K,36
1,ISG,RBT,31
1,KLG,RBT,40
1,ISG,FG,33
1,FG,ISG,34
1,B2K,ISG,40
1,ISG,B2K,29
1,KLG,FG,31
1,KLG,B2K,29
1,HAF,ISG,24
1,ISG,HAF,32
1,FG,RBT,41
1,RBT,B2K,46
1,KLG,HAF,31
1,RBT,HAF,32
1,FG,B2K,37
1,B2K,FG,46
1,FG,HAF,34
1,KLG,ISG,34
1,HAF,B2K,29
1,B2K,HAF,38
1,RBT,ISG,31
1,ISG,RBT,44
1,LK,FG,43
1,LK,B2K,38
1,KLG,RBT,30
1,ISG,B2K,31
1,FG,KLG,41
1,KLG,FG,27
1,ISG,HAF,33
1,FG,RBT,39
1,RBT,FG,30
1,KLG,HAF,30
1,HAF,RBT,37
1,RBT,HAF,38
1,FG,B2K,31
1,KLG,LK,24
1,LK,FG,37
1,FG,LK,29
1,FG,LK,34
1,FG,ISG,40
1,FG,ISG,30
1,KLG,ISG,43
1,KLG,ISG,33
1,KLG,ISG,24
1,PDS,IFG,32
1,LYN,JTH,26
1,INF,D9,34
1,GG,ZTG,41
1,LYN,IFG,23
1,INF,JTH,32
1,PDS,GG,40
1,LYN,INF,30
1,GG,IFG,24
1,JTH,ZTG,41
1,ZTG,JTH,34
1,PDS,D9,30
1,D9,PDS,45
1,LYN,GG,32
1,ZTG,INF,47
1,D9,IFG,27
1,PDS,JTH,30
1,LYN,ZTG,30
1,GG,D9,49
1,D9,GG,37
1,PDS,INF,31
1,LYN,D9,50
1,ZTG,PDS,55
1,JTH,GG,31
1,INF,IFG,32
1,LYN,PDS,34
1,D9,JTH,38
1,JTH,D9,43
1,ZTG,IFG,34
1,LYN,JTH,42
1,PDS,IFG,25
1,GG,ZTG,45
1,INF,JTH,45
1,JTH,INF,43
1,LYN,IFG,20
1,D9,ZTG,34
1,GG,PDS,31
1,GG,IFG,33
1,LYN,INF,38
1,D9,PDS,48
1,PDS,D9,36
1,ZTG,JTH,40
1,JTH,ZTG,30
1,ZTG,INF,31
1,INF,ZTG,55
1,LYN,GG,29
1,PDS,JTH,48
1,JTH,PDS,34
1,D9,IFG,32
1,D9,GG,34
1,GG,D9,36
1,LYN,ZTG,26
1,JTH,IFG,27
1,ZTG,PDS,38
1,LYN,D9,37
1,IFG,INF,54
1,JTH,GG,46
1,JTH,D9,39
1,LYN,PDS,24
1,INF,GG,37
1,GG,INF,33
1,ZTG,IFG,25
1,LYN,PDS,40
1,JTH,ZTG,39
1,LYN,JTH,33
1,LYN,JTH,35
1,LYN,JTH,26
1,PDS,SCW,42
1,INF,D9,38
1,GG,ZTG,27
1,JTH,GG,29
1,INF,SCW,27
1,PDS,ZTG,21
1,D9,LYN,48
1,LYN,D9,34
1,JTH,ZTG,30
1,LYN,INF,27
1,INF,GG,31
1,D9,JTH,43
1,ZTG,SCW,33
1,SCW,ZTG,27
1,LYN,PDS,37
1,PDS,LYN,41
1,LYN,GG,43
1,INF,ZTG,30
1,D9,SCW,26
1,PDS,JTH,43
1,LYN,SCW,36
1,PDS,GG,49
1,D9,ZTG,38
1,LYN,ZTG,32
1,INF,PDS,34
1,JTH,SCW,30
1,INF,SCW,31
1,PDS,ZTG,35
1,LYN,D9,27
1,GG,JTH,33
1,PDS,SCW,27
1,GG,ZTG,57
1,ZTG,GG,40
1,GG,SCW,44
1,D9,PDS,31
1,PDS,D9,28
1,LYN,INF,27
1,JTH,ZTG,33
1,JTH,D9,31
1,INF,GG,33
1,GG,INF,39
1,LYN,PDS,28
1,SCW,ZTG,54
1,ZTG,SCW,45
1,ZTG,INF,41
1,INF,ZTG,34
1,LYN,GG,32
1,D9,SCW,30
1,INF,JTH,43
1,LYN,SCW,24
1,D9,ZTG,29
1,LYN,ZTG,28
1,JTH,SCW,33
1,INF,PDS,29
1,JTH,D9,51
1,LYN,JTH,26
1,LYN,JTH,31
1,LYN,JTH,28
1,INF,PDS,35
1,PDS,INF,33
1,INF,PDS,35
1,LYN,INF,24
1,DFM,RPG,47
1,USG,7h,35
1,SZ,7h,42
1,7h,SZ,41
1,SZ,7h,42
1,RPG,RJ,28
1,DFM,USG,41
1,DFM,7h,38
1,7h,DFM,61
1,DFM,7h,45
1,RPG,SZ,29
1,DFM,SZ,49
1,RPG,USG,69
1,7h,RJ,39
1,RPG,7h,26
1,USG,SZ,26
1,DFM,RJ,43
1,USG,7h,31
1,RJ,SZ,53
1,DFM,RPG,46
1,RPG,DFM,28
1,RPG,RJ,32
1,7h,SZ,37
1,DFM,SZ,25
1,USG,RPG,41
1,RPG,USG,31
1,USG,RPG,34
1,RJ,7h,61
1,7h,RJ,32
1,RJ,7h,42
1,USG,RJ,27
1,DFM,7h,37
1,DFM,RJ,38
1,RJ,DFM,41
1,DFM,RJ,33
1,RPG,7h,28
1,7h,RPG,39
1,RPG,7h,35
1,RPG,USG,37
1,USG,RPG,43
1,RPG,USG,28
1,RPG,DFM,37
1,RPG,BC,42
1,RPG,BC,36
1,DFM,7h,34
1,USG,RJ,43
1,BC,7h,44
1,7h,BC,38
1,RPG,RJ,43
1,USG,DFM,45
1,DFM,USG,33
1,RPG,7h,30
1,USG,BC,28
1,DFM,RJ,35
1,RJ,BC,33
1,7h,USG,35
1,USG,7h,27
1,DFM,RPG,39
1,RJ,USG,29
1,RJ,USG,26
1,7h,DFM,45
1,7h,DFM,35
1,RPG,BC,34
1,RPG,RJ,28
1,DFM,USG,34
1,7h,BC,61
1,DFM,RJ,27
1,RPG,7h,33
1,USG,BC,38
1,USG,BC,26
1,DFM,BC,22
1,RPG,USG,32
1,RPG,USG,32
1,RJ,7h,42
1,RJ,7h,30
1,7h,USG,37
1,RJ,BC,24
1,RJ,BC,28
1,DFM,RPG,35
1,VEG,ROX,20
1,M19,JSA,53
1,GMB,M19,39
1,VP,ROX,27
1,JSA,NV,43
1,VEG,GMB,28
1,ROX,M19,42
1,VP,NV,28
1,VEG,M19,49
1,VS,JSA,47
1,JSA,GMB,41
1,M19,VP,56
1,NV,ROX,42
1,VS,VEG,33
1,M19,NV,43
1,JSA,M19,39
1,VS,GMB,24
1,VP,JSA,38
1,GMB,VEG,57
1,VS,ROX,37
1,ROX,NV,53
1,M19,VEG,28
1,GMB,JSA,28
1,VEG,VS,29
1,VP,GMB,23
1,M19,ROX,28
1,GMB,ROX,37
1,JSA,VS,47
1,M19,GMB,50
1,VEG,JSA,33
1,VS,NV,41
1,JSA,ROX,35
1,VEG,VP,49
1,M19,VS,43
1,VP,M19,28
1,VP,VS,30
1,VS,VP,44
1,VP,VS,35
1,VS,VP,31
1,JSA,ROX,29
1,GMB,NV,36
1,JSA,M19,33
1,GMB,VP,37
1,NV,VP,35
1,GMB,ROX,37
1,ROX,NV,33
1,VS,VEG,40
1,JSA,VEG,29
1,GMB,JSA,35
1,VP,M19,31
1,NV,M19,55
1,ROX,VEG,27
1,VEG,NV,23
1,GMB,VEG,24
1,M19,JSA,37
1,VP,NV,37
1,VEG,VS,31
1,M19,VS,38
1,VP,VEG,32
1,NV,ROX,42
1,GMB,M19,37
1,VP,ROX,34
1,JSA,NV,33
1,VEG,JSA,31
1,NV,GMB,40
1,ROX,JSA,24
1,VP,JSA,34
1,M19,NV,28
1,GMB,VS,27
1,VEG,ROX,37
1,ROX,NV,20
1,JSA,VS,39
1,M19,VP,29
1,VP,M19,61
1,M19,VP,27
1,GMB,JSA,32
1,GMB,JSA,29
1,GMB,M19,38
1,GMB,M19,37
1,SKT,C9,27
1,SKT,AHQ,40
1,C9,EDG,39
1,AHQ,SKT,38
1,EDG,C9,36
1,C9,AHQ,25
1,SKT,EDG,39
1,LZ,IMT,31
1,IMT,FNC,51
1,LZ,GAM,24
1,LZ,FNC,32
1,FNC,IMT,38
1,FNC,IMT,28
1,RNG,FB,39
1,G2,FB,33
1,RNG,G2,45
1,G2,RNG,28
1,SSG,FB,34
1,SSG,G2,45
1,RNG,SSG,33
1,WE,MSF,27
1,TSM,WE,35
1,WE,FW,33
1,MSF,TSM,46
1,MSF,FW,41
1,WE,TSM,25
1,TSM,MSF,40
1,MSF,TSM,31
1,SSG,LZ,34
1,SKT,MSF,26
1,MSF,SKT,27
1,SKT,MSF,38
1,FNC,RNG,55
1,WE,C9,55
1,C9,WE,33
1,WE,C9,34
1,RNG,SKT,39
1,SKT,RNG,31
1,RNG,SKT,24
1,SKT,RNG,33
1,WE,SSG,28
1,SSG,WE,29
1,SSG,WE,33
1,SSG,SKT,38
1,SSG,SKT,35
1,SSG,SKT,41
1,WE,FW,30
1,GAM,TSM,37
1,SKT,GAM,27
1,TSM,WE,40
1,SKT,TSM,29
1,FW,TSM,36
1,SKT,FW,36
1,GAM,WE,32
1,G2,FW,28
1,WE,TSM,40
1,WE,G2,31
1,TSM,GAM,31
1,FW,SKT,39
1,SKT,G2,30
1,TSM,FW,54
1,WE,GAM,31
1,FW,GAM,31
1,FW,TSM,38
1,SKT,FW,32
1,SKT,FW,30
1,G2,WE,38
1,WE,G2,39
1,G2,WE,37
1,SKT,G2,39
1,G2,SKT,31
1,SKT,G2,37
1,HKE,M19,32
1,HKE,H2K,57
1,H2K,HKE,29
1,H2K,HKE,34
1,UOL,KDM,56
1,G2,KDM,32
1,KDM,G2,28
1,FW,UOL,38
1,G2,UOL,35
1,H2K,FW,64
1,FW,H2K,47
1,FW,G2,27
1,OMG,MVP,42
1,SSG,EDG,32
1,RNG,ahq,35
1,SKT,FW,26
1,JT,EDG,31
1,FW,WE,40
1,AHQ,EDG,63
1,RNG,M17,29
1,WE,SKT,33
1,KT,OMG,35
1,RNG,MVP,56
1,SUP,VP,63
1,VEG,AUR,39
1,FB,VS,34
1,VEG,SUP,52
1,FB,VEG,35
1,AUR,M19,26
1,CRW,VEG,44
1,AUR,VS,20
1,SUP,M19,26
1,FB,VEG,30
1,FB,VEG,27
1,FNC,P1,39
1,G2,C9,49
1,P1,UOL,34
1,TSM,UOL,28
1,UOL,C9,27
1,TSM,FNC,33
1,UOL,C9,38
1,P1,UOL,37
1,TSM,G2,53
1,LYN,ISG,32
1,ISG,JTH,50
1,FG,RED,49
1,KST,JTH,38
1,RED,LYN,45
1,KST,JTH,36
1,LYN,RED,33
1,KST,LYN,42
1,KST,FG,37
1,RED,FG,42
1,RED,ISG,42
1,GAM,DW,31
1,USG,MSK,30
1,DW,RPG,36
1,DFM,ASC,37
1,RPG,GAM,34
1,GAM,LGC,30
1,JTH,IFG,25
1,MVP,JAG,45
1,SSG,JAG,28
1,EEW,MVP,35
1,INF,LYN,42
1,FOX,TLA,37
1,FOX,TLA,39
1,C9C,NRG,31
1,FOX,NRG,42
1,FOX,NRG,39
1,NV,GCU,53
1,TL,EUN,28
1,TL,EUN,30
1,TL,EUN,26
1,GCU,NV,35
1,NV,EUN,38
1,NV,EUN,32
1,TL,GCU,36
1,TL,GCU,37
1,GCU,TL,34
1,TL,GCU,30
1,GCU,NV,39
1,NV,GCU,31
1,MIL,ROC,37
1,MIL,ROC,46
1,ROC,S04,33
1,S04,ROC,39
1,ROC,S04,30
1,MSF,OG,56
1,S04,MSF,32
1,FNA,GIA,35
1,MFA,OG,44
1,MFA,OG,46
1,GIA,OG,41
1,MFA,FNA,45
1,FNA,MFA,32
1,FNA,GIA,41
1,FNA,GIA,45
1,FNA,GIA,35
1,SBK,ESC,67
1,KDM,CJE,41
1,CJE,SBK,50
1,KDM,ESC,33
1,ESC,CJE,72
1,ESC,CJE,39
1,CJE,KDM,31
1,KDM,CJE,46
1,EEW,CJE,29
1,JAG,KDM,27
1,EEW,KDM,42
1,KDM,EEW,44
1,XG,WOR,40
1,XG,WOR,43
1,TM,NH,44
1,NH,TM,33
1,TM,NH,33
1,RG,XG,48
1,RG,XG,34
1,WS,TY,30
1,TY,XG,23
1,WS,RG,28
1,RG,WS,33
